claim_number, claim_percent, claim_amount, remaining_supply
7825, 457289265333149417, 2700, 587937
7826, 457243536406616103, 2688, 585249
7827, 457197812052975442, 2675, 582574
7828, 457152092271770145, 2663, 579911
7829, 457106377062542968, 2650, 577261
7830, 457060666424836714, 2638, 574623
7831, 457014960358194231, 2626, 571997
7832, 456969258862158412, 2613, 569384
7833, 456923561936272197, 2601, 566783
7834, 456877869580078570, 2589, 564194
7835, 456832181793120563, 2577, 561617
7836, 456786498574941251, 2565, 559052
7837, 456740819925083757, 2553, 556499
7838, 456695145843091249, 2541, 553958
7839, 456649476328506940, 2529, 551429
7840, 456603811380874090, 2517, 548912
7841, 456558150999736003, 2506, 546406
7842, 456512495184636030, 2494, 543912
7843, 456466843935117567, 2482, 541430
7844, 456421197250724056, 2471, 538959
7845, 456375555130998984, 2459, 536500
7846, 456329917575485885, 2448, 534052
7847, 456284284583728337, 2436, 531616
7848, 456238656155269965, 2425, 529191
7849, 456193032289654439, 2414, 526777
7850, 456147412986425474, 2402, 524375
7851, 456101798245126832, 2391, 521984
7852, 456056188065302320, 2380, 519604
7853, 456010582446495790, 2369, 517235
7854, 455964981388251141, 2358, 514877
7855, 455919384890112316, 2347, 512530
7856, 455873792951623305, 2336, 510194
7857, 455828205572328143, 2325, 507869
7858, 455782622751770911, 2314, 505555
7859, 455737044489495734, 2304, 503251
7860, 455691470785046785, 2293, 500958
7861, 455645901637968281, 2282, 498676
7862, 455600337047804485, 2271, 496405
7863, 455554777014099705, 2261, 494144
7864, 455509221536398296, 2250, 491894
7865, 455463670614244657, 2240, 489654
7866, 455418124247183233, 2229, 487425
7867, 455372582434758515, 2219, 485206
7868, 455327045176515040, 2209, 482997
7869, 455281512471997389, 2198, 480799
7870, 455235984320750190, 2188, 478611
7871, 455190460722318115, 2178, 476433
7872, 455144941676245884, 2168, 474265
7873, 455099427182078260, 2158, 472107
7874, 455053917239360053, 2148, 469959
7875, 455008411847636117, 2138, 467821
7876, 454962911006451354, 2128, 465693
7877, 454917414715350709, 2118, 463575
7878, 454871922973879174, 2108, 461467
7879, 454826435781581787, 2098, 459369
7880, 454780953138003629, 2089, 457280
7881, 454735475042689829, 2079, 455201
7882, 454690001495185561, 2069, 453132
7883, 454644532495036043, 2060, 451072
7884, 454599068041786540, 2050, 449022
7885, 454553608134982362, 2041, 446981
7886, 454508152774168864, 2031, 444950
7887, 454462701958891448, 2022, 442928
7888, 454417255688695559, 2012, 440916
7889, 454371813963126690, 2003, 438913
7890, 454326376781730378, 1994, 436919
7891, 454280944144052205, 1984, 434935
7892, 454235516049637800, 1975, 432960
7893, 454190092498032837, 1966, 430994
7894, 454144673488783034, 1957, 429037
7895, 454099259021434156, 1948, 427089
7896, 454053849095532013, 1939, 425150
7897, 454008443710622460, 1930, 423220
7898, 453963042866251398, 1921, 421299
7899, 453917646561964773, 1912, 419387
7900, 453872254797308577, 1903, 417484
7901, 453826867571828847, 1894, 415590
7902, 453781484885071665, 1885, 413705
7903, 453736106736583158, 1877, 411828
7904, 453690733125909500, 1868, 409960
7905, 453645364052596910, 1859, 408101
7906, 453599999516191651, 1851, 406250
7907, 453554639516240032, 1842, 404408
7908, 453509284052288408, 1834, 402574
7909, 453463933123883180, 1825, 400749
7910, 453418586730570792, 1817, 398932
7911, 453373244871897735, 1808, 397124
7912, 453327907547410546, 1800, 395324
7913, 453282574756655805, 1791, 393533
7914, 453237246499180140, 1783, 391750
7915, 453191922774530222, 1775, 389975
7916, 453146603582252769, 1767, 388208
7917, 453101288921894544, 1758, 386450
7918, 453055978793002355, 1750, 384700
7919, 453010673195123055, 1742, 382958
7920, 452965372127803543, 1734, 381224
7921, 452920075590590763, 1726, 379498
7922, 452874783583031704, 1718, 377780
7923, 452829496104673401, 1710, 376070
7924, 452784213155062934, 1702, 374368
7925, 452738934733747428, 1694, 372674
7926, 452693660840274054, 1687, 370987
7927, 452648391474190027, 1679, 369308
7928, 452603126635042608, 1671, 367637
7929, 452557866322379104, 1663, 365974
7930, 452512610535746867, 1656, 364318
7931, 452467359274693293, 1648, 362670
7932, 452422112538765824, 1640, 361030
7933, 452376870327511948, 1633, 359397
7934, 452331632640479197, 1625, 357772
7935, 452286399477215150, 1618, 356154
7936, 452241170837267429, 1610, 354544
7937, 452195946720183703, 1603, 352941
7938, 452150727125511685, 1595, 351346
7939, 452105512052799134, 1588, 349758
7940, 452060301501593855, 1581, 348177
7941, 452015095471443696, 1573, 346604
7942, 451969893961896552, 1566, 345038
7943, 451924696972500363, 1559, 343479
7944, 451879504502803113, 1552, 341927
7945, 451834316552352833, 1544, 340383
7946, 451789133120697598, 1537, 338846
7947, 451743954207385529, 1530, 337316
7948, 451698779811964791, 1523, 335793
7949, 451653609933983595, 1516, 334277
7950, 451608444572990197, 1509, 332768
7951, 451563283728532898, 1502, 331266
7952, 451518127400160045, 1495, 329771
7953, 451472975587420029, 1488, 328283
7954, 451427828289861287, 1481, 326802
7955, 451382685507032301, 1475, 325327
7956, 451337547238481598, 1468, 323859
7957, 451292413483757750, 1461, 322398
7958, 451247284242409375, 1454, 320944
7959, 451202159513985135, 1448, 319496
7960, 451157039298033737, 1441, 318055
7961, 451111923594103934, 1434, 316621
7962, 451066812401744524, 1428, 315193
7963, 451021705720504350, 1421, 313772
7964, 450976603549932300, 1415, 312357
7965, 450931505889577307, 1408, 310949
7966, 450886412738988350, 1402, 309547
7967, 450841324097714452, 1395, 308152
7968, 450796239965304681, 1389, 306763
7969, 450751160341308151, 1382, 305381
7970, 450706085225274021, 1376, 304005
7971, 450661014616751494, 1370, 302635
7972, 450615948515289819, 1363, 301272
7973, 450570886920438291, 1357, 299915
7974, 450525829831746248, 1351, 298564
7975, 450480777248763074, 1344, 297220
7976, 450435729171038198, 1338, 295882
7977, 450390685598121095, 1332, 294550
7978, 450345646529561283, 1326, 293224
7979, 450300611964908327, 1320, 291904
7980, 450255581903711837, 1314, 290590
7981, 450210556345521466, 1308, 289282
7982, 450165535289886914, 1302, 287980
7983, 450120518736357926, 1296, 286684
7984, 450075506684484291, 1290, 285394
7985, 450030499133815843, 1284, 284110
7986, 449985496083902462, 1278, 282832
7987, 449940497534294072, 1272, 281560
7988, 449895503484540643, 1266, 280294
7989, 449850513934192189, 1260, 279034
7990, 449805528882798770, 1255, 277779
7991, 449760548329910491, 1249, 276530
7992, 449715572275077500, 1243, 275287
7993, 449670600717849993, 1237, 274050
7994, 449625633657778209, 1232, 272818
7995, 449580671094412432, 1226, 271592
7996, 449535713027302991, 1220, 270372
7997, 449490759456000261, 1215, 269157
7998, 449445810380054661, 1209, 267948
7999, 449400865799016656, 1204, 266744
8000, 449355925712436755, 1198, 265546
8001, 449310990119865512, 1193, 264353
8002, 449266059020853526, 1187, 263166
8003, 449221132414951441, 1182, 261984
8004, 449176210301709946, 1176, 260808
8005, 449131292680679776, 1171, 259637
8006, 449086379551411709, 1165, 258472
8007, 449041470913456568, 1160, 257312
8008, 448996566766365223, 1155, 256157
8009, 448951667109688587, 1150, 255007
8010, 448906771942977619, 1144, 253863
8011, 448861881265783322, 1139, 252724
8012, 448816995077656744, 1134, 251590
8013, 448772113378148979, 1129, 250461
8014, 448727236166811165, 1123, 249338
8015, 448682363443194484, 1118, 248220
8016, 448637495206850165, 1113, 247107
8017, 448592631457329480, 1108, 245999
8018, 448547772194183748, 1103, 244896
8019, 448502917416964330, 1098, 243798
8020, 448458067125222634, 1093, 242705
8021, 448413221318510112, 1088, 241617
8022, 448368379996378261, 1083, 240534
8023, 448323543158378624, 1078, 239456
8024, 448278710804062787, 1073, 238383
8025, 448233882932982381, 1068, 237315
8026, 448189059544689083, 1063, 236252
8027, 448144240638734615, 1058, 235194
8028, 448099426214670742, 1053, 234141
8029, 448054616272049275, 1049, 233092
8030, 448009810810422071, 1044, 232048
8031, 447965009829341029, 1039, 231009
8032, 447920213328358095, 1034, 229975
8033, 447875421307025260, 1030, 228945
8034, 447830633764894558, 1025, 227920
8035, 447785850701518069, 1020, 226900
8036, 447741072116447918, 1015, 225885
8037, 447696298009236274, 1011, 224874
8038, 447651528379435351, 1006, 223868
8039, 447606763226597408, 1002, 222866
8040, 447562002550274749, 997, 221869
8041, 447517246350019722, 992, 220877
8042, 447472494625384721, 988, 219889
8043, 447427747375922183, 983, 218906
8044, 447383004601184591, 979, 217927
8045, 447338266300724473, 974, 216953
8046, 447293532474094401, 970, 215983
8047, 447248803120846992, 965, 215018
8048, 447204078240534908, 961, 214057
8049, 447159357832710855, 957, 213100
8050, 447114641896927584, 952, 212148
8051, 447069930432737892, 948, 211200
8052, 447025223439694619, 944, 210256
8053, 446980520917350650, 939, 209317
8054, 446935822865258915, 935, 208382
8055, 446891129282972390, 931, 207451
8056, 446846440170044093, 926, 206525
8057, 446801755526027089, 922, 205603
8058, 446757075350474487, 918, 204685
8059, 446712399642939440, 914, 203771
8060, 446667728402975147, 910, 202861
8061, 446623061630134850, 906, 201955
8062, 446578399323971837, 901, 201054
8063, 446533741484039440, 897, 200157
8064, 446489088109891037, 893, 199264
8065, 446444439201080048, 889, 198375
8066, 446399794757159940, 885, 197490
8067, 446355154777684225, 881, 196609
8068, 446310519262206457, 877, 195732
8069, 446265888210280237, 873, 194859
8070, 446221261621459209, 869, 193990
8071, 446176639495297064, 865, 193125
8072, 446132021831347535, 861, 192264
8073, 446087408629164401, 857, 191407
8074, 446042799888301485, 853, 190554
8075, 445998195608312655, 849, 189705
8076, 445953595788751824, 845, 188860
8077, 445909000429172949, 842, 188018
8078, 445864409529130032, 838, 187180
8079, 445819823088177119, 834, 186346
8080, 445775241105868302, 830, 185516
8081, 445730663581757716, 826, 184690
8082, 445686090515399541, 823, 183867
8083, 445641521906348002, 819, 183048
8084, 445596957754157368, 815, 182233
8085, 445552398058381953, 811, 181422
8086, 445507842818576115, 808, 180614
8087, 445463292034294258, 804, 179810
8088, 445418745705090829, 800, 179010
8089, 445374203830520320, 797, 178213
8090, 445329666410137268, 793, 177420
8091, 445285133443496255, 790, 176630
8092, 445240604930151906, 786, 175844
8093, 445196080869658891, 782, 175062
8094, 445151561261571926, 779, 174283
8095, 445107046105445769, 775, 173508
8096, 445062535400835225, 772, 172736
8097, 445018029147295142, 768, 171968
8098, 444973527344380413, 765, 171203
8099, 444929029991645975, 761, 170442
8100, 444884537088646811, 758, 169684
8101, 444840048634937947, 754, 168930
8102, 444795564630074454, 751, 168179
8103, 444751085073611447, 747, 167432
8104, 444706609965104086, 744, 166688
8105, 444662139304107576, 741, 165947
8106, 444617673090177166, 737, 165210
8107, 444573211322868149, 734, 164476
8108, 444528754001735863, 731, 163745
8109, 444484301126335690, 727, 163018
8110, 444439852696223057, 724, 162294
8111, 444395408710953435, 721, 161573
8112, 444350969170082340, 717, 160856
8113, 444306534073165332, 714, 160142
8114, 444262103419758016, 711, 159431
8115, 444217677209416041, 708, 158723
8116, 444173255441695100, 705, 158018
8117, 444128838116150931, 701, 157317
8118, 444084425232339316, 698, 156619
8119, 444040016789816083, 695, 155924
8120, 443995612788137102, 692, 155232
8121, 443951213226858289, 689, 154543
8122, 443906818105535604, 686, 153857
8123, 443862427423725051, 682, 153175
8124, 443818041180982679, 679, 152496
8125, 443773659376864581, 676, 151820
8126, 443729282010926895, 673, 151147
8127, 443684909082725803, 670, 150477
8128, 443640540591817531, 667, 149810
8129, 443596176537758350, 664, 149146
8130, 443551816920104575, 661, 148485
8131, 443507461738412565, 658, 147827
8132, 443463110992238724, 655, 147172
8133, 443418764681139501, 652, 146520
8134, 443374422804671388, 649, 145871
8135, 443330085362390921, 646, 145225
8136, 443285752353854682, 643, 144582
8137, 443241423778619297, 640, 143942
8138, 443197099636241436, 637, 143305
8139, 443152779926277812, 635, 142670
8140, 443108464648285185, 632, 142038
8141, 443064153801820357, 629, 141409
8142, 443019847386440175, 626, 140783
8143, 442975545401701531, 623, 140160
8144, 442931247847161361, 620, 139540
8145, 442886954722376645, 618, 138922
8146, 442842666026904408, 615, 138307
8147, 442798381760301718, 612, 137695
8148, 442754101922125688, 609, 137086
8149, 442709826511933476, 606, 136480
8150, 442665555529282283, 604, 135876
8151, 442621288973729355, 601, 135275
8152, 442577026844831983, 598, 134677
8153, 442532769142147500, 595, 134082
8154, 442488515865233286, 593, 133489
8155, 442444267013646763, 590, 132899
8156, 442400022586945399, 587, 132312
8157, 442355782584686705, 585, 131727
8158, 442311547006428237, 582, 131145
8159, 442267315851727595, 580, 130565
8160, 442223089120142423, 577, 129988
8161, 442178866811230409, 574, 129414
8162, 442134648924549286, 572, 128842
8163, 442090435459656832, 569, 128273
8164, 442046226416110867, 567, 127706
8165, 442002021793469256, 564, 127142
8166, 441957821591289910, 561, 126581
8167, 441913625809130782, 559, 126022
8168, 441869434446549869, 556, 125466
8169, 441825247503105215, 554, 124912
8170, 441781064978354905, 551, 124361
8171, 441736886871857070, 549, 123812
8172, 441692713183169885, 546, 123266
8173, 441648543911851569, 544, 122722
8174, 441604379057460384, 541, 122181
8175, 441560218619554638, 539, 121642
8176, 441516062597692683, 537, 121105
8177, 441471910991432914, 534, 120571
8178, 441427763800333771, 532, 120039
8179, 441383621023953738, 529, 119510
8180, 441339482661851343, 527, 118983
8181, 441295348713585158, 525, 118458
8182, 441251219178713800, 522, 117936
8183, 441207094056795929, 520, 117416
8184, 441162973347390250, 517, 116899
8185, 441118857050055511, 515, 116384
8186, 441074745164350506, 513, 115871
8187, 441030637689834071, 511, 115360
8188, 440986534626065088, 508, 114852
8189, 440942435972602482, 506, 114346
8190, 440898341729005222, 504, 113842
8191, 440854251894832322, 501, 113341
8192, 440810166469642839, 499, 112842
8193, 440766085452995875, 497, 112345
8194, 440722008844450576, 495, 111850
8195, 440677936643566131, 492, 111358
8196, 440633868849901775, 490, 110868
8197, 440589805463016785, 488, 110380
8198, 440545746482470484, 486, 109894
8199, 440501691907822237, 484, 109410
8200, 440457641738631455, 481, 108929
8201, 440413595974457592, 479, 108450
8202, 440369554614860147, 477, 107973
8203, 440325517659398661, 475, 107498
8204, 440281485107632722, 473, 107025
8205, 440237456959121959, 471, 106554
8206, 440193433213426047, 469, 106085
8207, 440149413870104705, 466, 105619
8208, 440105398928717695, 464, 105155
8209, 440061388388824824, 462, 104693
8210, 440017382249985942, 460, 104233
8211, 439973380511760944, 458, 103775
8212, 439929383173709768, 456, 103319
8213, 439885390235392398, 454, 102865
8214, 439841401696368859, 452, 102413
8215, 439797417556199223, 450, 101963
8216, 439753437814443604, 448, 101515
8217, 439709462470662160, 446, 101069
8218, 439665491524415094, 444, 100625
8219, 439621524975262653, 442, 100183
8220, 439577562822765127, 440, 99743
8221, 439533605066482851, 438, 99305
8222, 439489651705976203, 436, 98869
8223, 439445702740805606, 434, 98435
8224, 439401758170531526, 432, 98003
8225, 439357817994714473, 430, 97573
8226, 439313882212915002, 428, 97145
8227, 439269950824693711, 426, 96719
8228, 439226023829611242, 424, 96295
8229, 439182101227228281, 422, 95873
8230, 439138183017105559, 421, 95452
8231, 439094269198803849, 419, 95033
8232, 439050359771883969, 417, 94616
8233, 439006454735906781, 415, 94201
8234, 438962554090433191, 413, 93788
8235, 438918657835024148, 411, 93377
8236, 438874765969240646, 409, 92968
8237, 438830878492643722, 407, 92561
8238, 438786995404794458, 406, 92155
8239, 438743116705253979, 404, 91751
8240, 438699242393583454, 402, 91349
8241, 438655372469344096, 400, 90949
8242, 438611506932097162, 398, 90551
8243, 438567645781403953, 397, 90154
8244, 438523789016825813, 395, 89759
8245, 438479936637924131, 393, 89366
8246, 438436088644260339, 391, 88975
8247, 438392245035395913, 390, 88585
8248, 438348405810892374, 388, 88197
8249, 438304570970311285, 386, 87811
8250, 438260740513214254, 384, 87427
8251, 438216914439162933, 383, 87044
8252, 438173092747719017, 381, 86663
8253, 438129275438444246, 379, 86284
8254, 438085462510900402, 377, 85907
8255, 438041653964649312, 376, 85531
8256, 437997849799252848, 374, 85157
8257, 437954050014272923, 372, 84785
8258, 437910254609271496, 371, 84414
8259, 437866463583810569, 369, 84045
8260, 437822676937452188, 367, 83678
8261, 437778894669758443, 366, 83312
8262, 437735116780291468, 364, 82948
8263, 437691343268613439, 363, 82585
8264, 437647574134286578, 361, 82224
8265, 437603809376873150, 359, 81865
8266, 437560048995935463, 358, 81507
8267, 437516292991035870, 356, 81151
8268, 437472541361736767, 355, 80796
8269, 437428794107600594, 353, 80443
8270, 437385051228189834, 351, 80092
8271, 437341312723067016, 350, 79742
8272, 437297578591794710, 348, 79394
8273, 437253848833935531, 347, 79047
8274, 437210123449052138, 345, 78702
8275, 437166402436707233, 344, 78358
8276, 437122685796463563, 342, 78016
8277, 437078973527883917, 340, 77676
8278, 437035265630531129, 339, 77337
8279, 436991562103968076, 337, 77000
8280, 436947862947757680, 336, 76664
8281, 436904168161462905, 334, 76330
8282, 436860477744646759, 333, 75997
8283, 436816791696872295, 331, 75666
8284, 436773110017702608, 330, 75336
8285, 436729432706700838, 329, 75007
8286, 436685759763430168, 327, 74680
8287, 436642091187453825, 326, 74354
8288, 436598426978335080, 324, 74030
8289, 436554767135637247, 323, 73707
8290, 436511111658923684, 321, 73386
8291, 436467460547757792, 320, 73066
8292, 436423813801703017, 318, 72748
8293, 436380171420322847, 317, 72431
8294, 436336533403180815, 316, 72115
8295, 436292899749840497, 314, 71801
8296, 436249270459865513, 313, 71488
8297, 436205645532819527, 311, 71177
8298, 436162024968266246, 310, 70867
8299, 436118408765769420, 309, 70558
8300, 436074796924892844, 307, 70251
8301, 436031189445200355, 306, 69945
8302, 435987586326255835, 304, 69641
8303, 435943987567623210, 303, 69338
8304, 435900393168866448, 302, 69036
8305, 435856803129549562, 300, 68736
8306, 435813217449236608, 299, 68437
8307, 435769636127491685, 298, 68139
8308, 435726059163878936, 296, 67843
8309, 435682486557962549, 295, 67548
8310, 435638918309306753, 294, 67254
8311, 435595354417475823, 292, 66962
8312, 435551794882034076, 291, 66671
8313, 435508239702545873, 290, 66381
8314, 435464688878575619, 289, 66092
8315, 435421142409687762, 287, 65805
8316, 435377600295446794, 286, 65519
8317, 435334062535417250, 285, 65234
8318, 435290529129163709, 283, 64951
8319, 435247000076250793, 282, 64669
8320, 435203475376243168, 281, 64388
8321, 435159955028705544, 280, 64108
8322, 435116439033202674, 278, 63830
8323, 435072927389299354, 277, 63553
8324, 435029420096560425, 276, 63277
8325, 434985917154550769, 275, 63002
8326, 434942418562835314, 274, 62728
8327, 434898924320979031, 272, 62456
8328, 434855434428546934, 271, 62185
8329, 434811948885104080, 270, 61915
8330, 434768467690215570, 269, 61646
8331, 434724990843446549, 267, 61379
8332, 434681518344362205, 266, 61113
8333, 434638050192527769, 265, 60848
8334, 434594586387508517, 264, 60584
8335, 434551126928869767, 263, 60321
8336, 434507671816176881, 262, 60059
8337, 434464221048995264, 260, 59799
8338, 434420774626890365, 259, 59540
8339, 434377332549427676, 258, 59282
8340, 434333894816172734, 257, 59025
8341, 434290461426691117, 256, 58769
8342, 434247032380548448, 255, 58514
8343, 434203607677310394, 254, 58260
8344, 434160187316542663, 252, 58008
8345, 434116771297811009, 251, 57757
8346, 434073359620681228, 250, 57507
8347, 434029952284719160, 249, 57258
8348, 433986549289490689, 248, 57010
8349, 433943150634561740, 247, 56763
8350, 433899756319498284, 246, 56517
8351, 433856366343866335, 245, 56272
8352, 433812980707231949, 244, 56028
8353, 433769599409161226, 243, 55785
8354, 433726222449220310, 241, 55544
8355, 433682849826975388, 240, 55304
8356, 433639481541992691, 239, 55065
8357, 433596117593838492, 238, 54827
8358, 433552757982079109, 237, 54590
8359, 433509402706280902, 236, 54354
8360, 433466051766010274, 235, 54119
8361, 433422705160833673, 234, 53885
8362, 433379362890317590, 233, 53652
8363, 433336024954028559, 232, 53420
8364, 433292691351533157, 231, 53189
8365, 433249362082398004, 230, 52959
8366, 433206037146189765, 229, 52730
8367, 433162716542475147, 228, 52502
8368, 433119400270820900, 227, 52275
8369, 433076088330793818, 226, 52049
8370, 433032780721960739, 225, 51824
8371, 432989477443888543, 224, 51600
8372, 432946178496144155, 223, 51377
8373, 432902883878294541, 222, 51155
8374, 432859593589906712, 221, 50934
8375, 432816307630547722, 220, 50714
8376, 432773025999784668, 219, 50495
8377, 432729748697184690, 218, 50277
8378, 432686475722314972, 217, 50060
8379, 432643207074742741, 216, 49844
8380, 432599942754035267, 215, 49629
8381, 432556682759759864, 214, 49415
8382, 432513427091483889, 213, 49202
8383, 432470175748774741, 212, 48990
8384, 432426928731199864, 211, 48779
8385, 432383686038326745, 210, 48569
8386, 432340447669722913, 209, 48360
8387, 432297213624955941, 209, 48151
8388, 432253983903593446, 208, 47943
8389, 432210758505203087, 207, 47736
8390, 432167537429352567, 206, 47530
8391, 432124320675609632, 205, 47325
8392, 432081108243542072, 204, 47121
8393, 432037900132717718, 203, 46918
8394, 431994696342704447, 202, 46716
8395, 431951496873070177, 201, 46515
8396, 431908301723382870, 200, 46315
8397, 431865110893210532, 200, 46115
8398, 431821924382121211, 199, 45916
8399, 431778742189682999, 198, 45718
8400, 431735564315464031, 197, 45521
8401, 431692390759032485, 196, 45325
8402, 431649221519956582, 195, 45130
8403, 431606056597804587, 194, 44936
8404, 431562895992144807, 193, 44743
8405, 431519739702545593, 193, 44550
8406, 431476587728575339, 192, 44358
8407, 431433440069802482, 191, 44167
8408, 431390296725795502, 190, 43977
8409, 431347157696122923, 189, 43788
8410, 431304022980353311, 188, 43600
8411, 431260892578055276, 188, 43412
8412, 431217766488797471, 187, 43225
8413, 431174644712148592, 186, 43039
8414, 431131527247677378, 185, 42854
8415, 431088414094952611, 184, 42670
8416, 431045305253543116, 183, 42487
8417, 431002200723017762, 183, 42304
8418, 430959100502945461, 182, 42122
8419, 430916004592895167, 181, 41941
8420, 430872912992435878, 180, 41761
8421, 430829825701136635, 179, 41582
8422, 430786742718566522, 179, 41403
8423, 430743664044294666, 178, 41225
8424, 430700589677890237, 177, 41048
8425, 430657519618922448, 176, 40872
8426, 430614453866960556, 176, 40696
8427, 430571392421573860, 175, 40521
8428, 430528335282331703, 174, 40347
8429, 430485282448803470, 173, 40174
8430, 430442233920558590, 172, 40002
8431, 430399189697166535, 172, 39830
8432, 430356149778196819, 171, 39659
8433, 430313114163219000, 170, 39489
8434, 430270082851802679, 169, 39320
8435, 430227055843517499, 169, 39151
8436, 430184033137933148, 168, 38983
8437, 430141014734619355, 167, 38816
8438, 430098000633145894, 166, 38650
8439, 430054990833082580, 166, 38484
8440, 430011985333999272, 165, 38319
8441, 429968984135465873, 164, 38155
8442, 429925987237052327, 164, 37991
8443, 429882994638328622, 163, 37828
8444, 429840006338864790, 162, 37666
8445, 429797022338230904, 161, 37505
8446, 429754042635997081, 161, 37344
8447, 429711067231733482, 160, 37184
8448, 429668096125010309, 159, 37025
8449, 429625129315397808, 159, 36866
8450, 429582166802466269, 158, 36708
8451, 429539208585786023, 157, 36551
8452, 429496254664927445, 156, 36395
8453, 429453305039460953, 156, 36239
8454, 429410359708957007, 155, 36084
8455, 429367418672986112, 154, 35930
8456, 429324481931118814, 154, 35776
8457, 429281549482925703, 153, 35623
8458, 429238621327977411, 152, 35471
8459, 429195697465844614, 152, 35319
8460, 429152777896098030, 151, 35168
8461, 429109862618308421, 150, 35018
8462, 429066951632046591, 150, 34868
8463, 429024044936883387, 149, 34719
8464, 428981142532389699, 148, 34571
8465, 428938244418136461, 148, 34423
8466, 428895350593694648, 147, 34276
8467, 428852461058635279, 146, 34130
8468, 428809575812529416, 146, 33984
8469, 428766694854948164, 145, 33839
8470, 428723818185462670, 145, 33694
8471, 428680945803644124, 144, 33550
8472, 428638077709063760, 143, 33407
8473, 428595213901292854, 143, 33264
8474, 428552354379902725, 142, 33122
8475, 428509499144464735, 141, 32981
8476, 428466648194550289, 141, 32840
8477, 428423801529730834, 140, 32700
8478, 428380959149577861, 140, 32560
8479, 428338121053662904, 139, 32421
8480, 428295287241557538, 138, 32283
8481, 428252457712833383, 138, 32145
8482, 428209632467062100, 137, 32008
8483, 428166811503815394, 137, 31871
8484, 428123994822665013, 136, 31735
8485, 428081182423182747, 135, 31600
8486, 428038374304940429, 135, 31465
8487, 427995570467509935, 134, 31331
8488, 427952770910463185, 134, 31197
8489, 427909975633372139, 133, 31064
8490, 427867184635808802, 132, 30932
8491, 427824397917345222, 132, 30800
8492, 427781615477553488, 131, 30669
8493, 427738837316005733, 131, 30538
8494, 427696063432274133, 130, 30408
8495, 427653293825930906, 130, 30278
8496, 427610528496548313, 129, 30149
8497, 427567767443698659, 128, 30021
8498, 427525010666954290, 128, 29893
8499, 427482258165887595, 127, 29766
8500, 427439509940071007, 127, 29639
8501, 427396765989077000, 126, 29513
8502, 427354026312478093, 126, 29387
8503, 427311290909846846, 125, 29262
8504, 427268559780755862, 125, 29137
8505, 427225832924777787, 124, 29013
8506, 427183110341485310, 123, 28890
8507, 427140392030451162, 123, 28767
8508, 427097677991248117, 122, 28645
8509, 427054968223448993, 122, 28523
8510, 427012262726626649, 121, 28402
8511, 426969561500353987, 121, 28281
8512, 426926864544203952, 120, 28161
8513, 426884171857749532, 120, 28041
8514, 426841483440563758, 119, 27922
8515, 426798799292219702, 119, 27803
8516, 426756119412290481, 118, 27685
8517, 426713443800349252, 118, 27567
8518, 426670772455969218, 117, 27450
8519, 426628105378723622, 117, 27333
8520, 426585442568185750, 116, 27217
8521, 426542784023928932, 116, 27101
8522, 426500129745526540, 115, 26986
8523, 426457479732551988, 115, 26871
8524, 426414833984578733, 114, 26757
8525, 426372192501180276, 114, 26643
8526, 426329555281930158, 113, 26530
8527, 426286922326401965, 113, 26417
8528, 426244293634169325, 112, 26305
8529, 426201669204805909, 112, 26193
8530, 426159049037885429, 111, 26082
8531, 426116433132981641, 111, 25971
8532, 426073821489668343, 110, 25861
8533, 426031214107519377, 110, 25751
8534, 425988610986108626, 109, 25642
8535, 425946012125010016, 109, 25533
8536, 425903417523797515, 108, 25425
8537, 425860827182045136, 108, 25317
8538, 425818241099326932, 107, 25210
8539, 425775659275217000, 107, 25103
8540, 425733081709289479, 106, 24997
8541, 425690508401118551, 106, 24891
8542, 425647939350278440, 105, 24786
8543, 425605374556343413, 105, 24681
8544, 425562814018887779, 105, 24576
8545, 425520257737485891, 104, 24472
8546, 425477705711712143, 104, 24368
8547, 425435157941140972, 103, 24265
8548, 425392614425346858, 103, 24162
8549, 425350075163904324, 102, 24060
8550, 425307540156387934, 102, 23958
8551, 425265009402372296, 101, 23857
8552, 425222482901432059, 101, 23756
8553, 425179960653141916, 101, 23655
8554, 425137442657076602, 100, 23555
8555, 425094928912810895, 100, 23455
8556, 425052419419919614, 99, 23356
8557, 425009914177977623, 99, 23257
8558, 424967413186559826, 98, 23159
8559, 424924916445241171, 98, 23061
8560, 424882423953596647, 97, 22964
8561, 424839935711201288, 97, 22867
8562, 424797451717630168, 97, 22770
8563, 424754971972458405, 96, 22674
8564, 424712496475261160, 96, 22578
8565, 424670025225613634, 95, 22483
8566, 424627558223091073, 95, 22388
8567, 424585095467268764, 95, 22293
8568, 424542636957722038, 94, 22199
8569, 424500182694026266, 94, 22105
8570, 424457732675756864, 93, 22012
8571, 424415286902489289, 93, 21919
8572, 424372845373799041, 93, 21826
8573, 424330408089261662, 92, 21734
8574, 424287975048452736, 92, 21642
8575, 424245546250947891, 91, 21551
8576, 424203121696322797, 91, 21460
8577, 424160701384153165, 91, 21369
8578, 424118285314014750, 90, 21279
8579, 424075873485483349, 90, 21189
8580, 424033465898134801, 89, 21100
8581, 423991062551544988, 89, 21011
8582, 423948663445289834, 89, 20922
8583, 423906268578945306, 88, 20834
8584, 423863877952087412, 88, 20746
8585, 423821491564292204, 87, 20659
8586, 423779109415135775, 87, 20572
8587, 423736731504194262, 87, 20485
8588, 423694357831043843, 86, 20399
